,New_ID,genre_ids,ID_Filme,original_language,popularity,release_date,title,vote_count,ano,imdb_id,revenue,runtime,actors_popularity,directors_popularity,type,contentRating,imDbRating,metacriticRating,awards
214619,179,[],947393,zh,0.6000000000000001,1980-01-01,迟到的春天,0,1980,tt9899972,0.0,0.0,0.0,,,,,,
214622,180,[16],946595,zh,0.6000000000000001,1980-03-07,黑熊奇遇记,0,1980,tt13535232,0.0,0.0,,,Movie,,,,
214624,181,[],946493,en,0.6000000000000001,1980-05-12,Flamingo Road,0,1980,tt0080744,0.0,0.0,,,TVEpisode,,6.4,,
214626,182,[18],946232,en,0.6000000000000001,1980-10-01,Sea of Love,0,1980,tt7937674,0.0,0.0,,,,,,,
214627,183,[27],945862,de,0.6000000000000001,1980-11-18,In der Gewalt der Zombies,2,1980,,0.0,0.0,15.0,,,,,,
217227,184,[16],945763,zh,0.6000000000000001,1980-01-15,娇娇的奇遇,0,1980,,0.0,0.0,,,,,,,
218527,185,"[18, 10749]",945124,ar,0.6000000000000001,1980-12-31,Love..For Life,0,1980,,0.0,100.0,1.0,,,,,,
222427,186,[],944234,en,0.6000000000000001,1980-03-28,Jerry Brown: The Shape of Things to Come,0,1980,,0.0,30.0,0.0,,,,,,
223727,187,[],943841,ja,0.6000000000000001,1980-02-02,Shôwa erotica: Bara no kifujin,0,1980,tt0287699,0.0,70.0,2.0,,Movie,,5.3,,
223729,188,[35],943693,en,0.6000000000000001,1980-05-09,The Love Tapes,0,1980,tt0081078,0.0,120.0,46.0,,Movie,,7.1,,
223763,189,[],943269,en,0.6000000000000001,1980-01-22,Death Penalty,0,1980,tt0080602,0.0,100.0,43.0,,Movie,,6.2,,
223797,190,[],942933,en,0.6000000000000001,1980-02-10,Man and Pine Tree,0,1980,tt5678310,0.0,58.0,,,Movie,,6,,
223798,191,"[35, 18]",942929,it,0.6000000000000001,1980-08-01,Con... fusione,0,1980,tt0080557,0.0,100.0,4.0,,Movie,,,,
223806,192,[16],941876,mk,0.6000000000000001,1980-01-01,Hand,0,1980,tt6912674,0.0,10.0,,,Movie,,,,
223807,193,[],941064,es,0.6000000000000001,1980-04-27,Marco: La Película,0,1980,,0.0,0.0,,,,,,,
225107,194,[99],940492,en,0.6000000000000001,1980-01-01,Red Asphalt II,0,1980,tt3207328,0.0,15.0,,,Movie,,7,,
225108,195,[35],940313,cs,0.6000000000000001,1980-08-15,Hodinářova svatební cesta korálovým mořem,0,1980,tt1993345,0.0,0.0,,,Movie,,3.7,,
225109,196,"[12, 18]",940242,en,0.6000000000000001,1980-08-01,Casino,0,1980,tt0080505,0.0,96.0,48.0,,Movie,Unrated,6,,
225169,197,"[18, 10770]",939898,sh,0.6000000000000001,1980-01-01,Scenes from a Life,0,1980,tt0199806,0.0,0.0,12.0,,Movie,,6.5,,
225197,198,[],939724,xx,0.6000000000000001,1980-01-01,西のマントラ,0,1980,,0.0,3.0,,,,,,,
226497,199,"[35, 27]",939648,en,0.6000000000000001,1980-04-01,Beach Blanket Armageddon,0,1980,tt13269304,0.0,25.0,0.0,,Movie,,,,
226513,200,"[18, 35]",939152,bn,0.6000000000000001,1980-08-01,Paka Dekha,0,1980,tt1523525,0.0,0.0,4.0,,Movie,Not Rated,7.2,,
226517,201,"[99, 36]",938996,fr,0.6000000000000001,1980-01-01,Ciné-Journal au féminin (de la ménagère à la soldate),0,1980,,0.0,0.0,,,,,,,
227817,202,"[99, 18]",938632,nl,0.6000000000000001,1980-01-01,Hello Daens,0,1980,,0.0,45.0,0.0,,,,,,
239517,203,"[28, 18, 10751]",938158,te,0.6000000000000001,1980-10-24,Prema Tarangalu,0,1980,tt0246166,0.0,161.0,7.0,,Movie,,5.6,,
239531,204,[],937909,fr,0.6000000000000001,1980-01-01,Arbres,0,1980,,0.0,3.0,,,,,,,
240831,205,[10751],937607,sk,0.6000000000000001,1980-01-01,Záhrada plná plienok,0,1980,,0.0,0.0,2.0,,,,,,
264231,206,[],937427,en,0.6000000000000001,1980-04-15,Liberty's Booty,0,1980,,0.0,48.0,,,,,,,
265531,207,[],937248,en,0.6000000000000001,1980-01-01,Zombie,0,1980,,0.0,11.0,,,,,,,
266831,208,[],937244,xx,0.6000000000000001,1980-01-01,Moon Stand,0,1980,,0.0,12.0,,,,,,,
268131,209,[],937172,en,0.6000000000000001,1980-06-10,Taking Back Detroit,0,1980,,0.0,55.0,,,,,,,
269431,210,[],936971,en,0.6000000000000001,1980-02-10,Peruvian Weaving,0,1980,tt1425245,0.0,0.0,,,Movie,,,,
269433,211,[],936968,zh,0.6000000000000001,1980-08-16,"China, My Native Land",0,1980,tt0314929,0.0,104.0,5.0,,Movie,,7.3,,"Awards, 1 win & 1 nomination"
269439,212,[18],936843,sk,0.6000000000000001,1980-01-01,Sivá hmla,0,1980,tt3600794,0.0,0.0,5.0,,,,,,
269448,213,"[18, 36]",936827,sk,0.6000000000000001,1980-01-01,Podobizeň prvej lásky,0,1980,tt9477102,0.0,0.0,5.0,,,,,,
269465,214,"[14, 10751]",936639,sk,0.6000000000000001,1980-01-01,Princezná s jedným krídlom a jednou plutvou,0,1980,,0.0,0.0,5.0,,,,,,
287665,215,[],936519,en,0.6000000000000001,1980-10-11,"To Love, Honor and Obey",0,1980,,0.0,55.0,,,,,,,
288965,216,[],936483,es,0.6000000000000001,1980-01-01,What Is Poetry to You?,0,1980,,0.0,23.0,,,,,,,
290265,217,[35],935742,sk,0.6000000000000001,1980-01-01,Človek nikdy nevie,0,1980,tt14390494,0.0,0.0,5.0,,Movie,,,,
290285,218,[],935447,en,0.6000000000000001,1980-01-01,Precious Metal,0,1980,,0.0,4.0,,,,,,,
291585,219,[],935245,pt,0.6000000000000001,1980-01-01,Speed,0,1980,,0.0,0.0,,,,,,,
292885,220,[],934946,zh,0.6000000000000001,1980-01-01,The Frogmen,0,1980,tt1575523,0.0,0.0,4.0,,Movie,,,,
292891,221,[99],933696,en,0.6000000000000001,1980-07-17,Coming Out (Inside Story),0,1980,tt4682094,0.0,48.0,,,TVEpisode,,,,
292893,222,[],933665,zh,0.6000000000000001,1980-03-06,Young People's Desire,0,1980,,0.0,0.0,0.0,,,,,,
299393,223,[],933664,zh,0.6000000000000001,1980-01-01,Sailing for Tomorrow,0,1980,tt5100174,0.0,0.0,0.0,0.0,Movie,,,,2 nominations
299407,224,[18],933182,te,0.6000000000000001,1980-06-16,Rajadhi Raju,0,1980,tt0156001,0.0,130.0,4.0,,Movie,,5.2,,
299415,225,[18],933171,ml,0.6000000000000001,1980-05-16,Akalangalil Abhayam,0,1980,tt0331831,0.0,123.0,11.0,,Movie,,,,
299439,226,[],933024,zh,0.6000000000000001,1980-01-01,The Way to Happiness,0,1980,tt2659166,0.0,128.0,2.0,,Movie,,,,
299451,227,[],932926,en,0.6000000000000001,1980-10-01,SFAI (Art Institutionalized),0,1980,,0.0,5.0,,,,,,,
300751,228,[18],932510,tl,0.6000000000000001,1980-02-01,Problem Child,0,1980,tt0757924,0.0,166.0,2.0,,Movie,PG-13,,,
300761,229,[],930980,ja,0.6000000000000001,1980-01-01,夜明けの晩に,0,1980,,0.0,27.0,0.0,,,,,,
302061,230,[],930977,ja,0.6000000000000001,1980-01-01,メキシカン・マウンテン,0,1980,,0.0,5.0,0.0,,,,,,
304661,231,[],930975,ja,0.6000000000000001,1980-01-01,水の中のねこ,0,1980,,0.0,29.0,0.0,0.0,,,,,
309861,232,[],930972,ja,0.6000000000000001,1980-01-01,まほろば,0,1980,,0.0,16.0,0.0,,,,,,
312461,233,[],930969,ja,0.6000000000000001,1980-01-01,After School,0,1980,,0.0,1.0,0.0,,,,,,
313761,234,[],930963,ja,0.6000000000000001,1980-01-01,花咲くオトメ,0,1980,,0.0,15.0,0.0,,,,,,
317661,235,[],930960,ja,0.6000000000000001,1980-01-01,ブランキック公三,0,1980,,0.0,80.0,0.0,0.0,,,,,
321561,236,[],930958,ja,0.6000000000000001,1980-01-01,ねんねこりんりん,0,1980,,0.0,45.0,0.0,,,,,,
325461,237,[],930956,ja,0.6000000000000001,1980-01-01,'79・11～'80・3,0,1980,,0.0,40.0,,,,,,,
326761,238,[],930944,ja,0.6000000000000001,1980-01-01,上海航路,0,1980,,0.0,25.0,0.0,,,,,,
330661,239,[],930937,ja,0.6000000000000001,1980-01-01,送春記,0,1980,,0.0,70.0,0.0,,,,,,
333261,240,[],930934,ja,0.6000000000000001,1980-01-01,幻色志向のためのプレリュード,0,1980,,0.0,5.0,,,,,,,
334561,241,[],930931,ja,0.6000000000000001,1980-01-01,教訓 Ｉ,0,1980,,0.0,35.0,0.0,,,,,,
338461,242,[18],930234,nl,0.6000000000000001,1980-11-05,Mensch Durf Te Leven,0,1980,tt7647120,0.0,110.0,4.0,,Movie,,,,
338499,243,[],930090,en,0.6000000000000001,1980-06-01,Ol' #23,0,1980,,0.0,18.0,,,,,,,
339799,244,[16],929568,vi,0.6000000000000001,1980-06-01,Việc Nhẹ Nhất,0,1980,,0.0,16.0,,,,,,,
341099,245,[99],929426,de,0.6000000000000001,1980-01-02,Abrechnung in Guatemala oder eine Reise nach Nebaj,0,1980,,0.0,57.0,,,,,,,
342399,246,"[18, 10770]",927764,pl,0.6000000000000001,1980-10-07,Rekord świata,0,1980,tt0170503,0.0,63.0,,,Movie,,4.2,,
342401,247,[],926821,en,0.6000000000000001,1980-01-01,Black/White/Text,0,1980,,0.0,7.0,,,,,,,
343701,248,[],926806,en,0.6000000000000001,1980-01-01,Commentary,0,1980,,0.0,1.0,,,,,,,
345001,249,[],926800,en,0.6000000000000001,1980-01-01,Processual Video,0,1980,,0.0,11.0,,,,,,,
346301,250,[],926799,en,0.6000000000000001,1980-01-01,Around & About,0,1980,,0.0,5.0,,,,,,,
347601,251,"[18, 10752]",926464,zh,0.84,1980-01-01,奸细,0,1980,tt6891478,0.0,0.0,6.0,,Movie,,,,
347605,252,"[35, 18, 10770]",926433,pl,0.6000000000000001,1980-01-01,Słodkie oczy,0,1980,tt5909732,0.0,58.0,,,Movie,,6.4,,
347607,253,[18],926431,pl,0.6000000000000001,1980-03-28,Na własną prośbę,0,1980,tt0081215,0.0,99.0,,,Movie,,,,
347609,254,[],925461,en,0.6000000000000001,1980-10-08,Minnesota Landscapes,0,1980,,0.0,59.0,,,,,,,
348909,255,"[18, 10749]",924955,tl,0.6000000000000001,1980-10-10,Wanted: Wives,0,1980,tt2294937,0.0,111.0,5.0,,Movie,,,,
348923,256,[18],924018,ja,0.6000000000000001,1980-05-01,Apartment wife tied up,0,1980,tt9795080,0.0,62.0,5.0,,Movie,,,,
348935,257,[18],923711,tl,0.6000000000000001,1980-06-06,Uhaw sa Kalayaan,0,1980,tt0778142,0.0,121.0,17.0,,Movie,,,,
348961,258,[18],923637,en,0.6000000000000001,1980-01-01,House on Straight Street,0,1980,,0.0,136.0,,,,,,,
350261,259,[],923545,en,0.6000000000000001,1980-01-01,Triptych,0,1980,,0.0,22.0,,,,,,,
351561,260,[],923532,en,0.6000000000000001,1980-01-01,What Am I?,0,1980,,0.0,27.0,,,,,,,
352861,261,[],923199,de,0.6000000000000001,1980-01-01,Kunstraub,0,1980,,0.0,0.0,6.0,,,,,,
361961,262,"[12, 35]",923119,pl,0.6000000000000001,1980-04-07,Ojciec królowej,0,1980,tt0081270,0.0,106.0,,,Movie,,6.2,,
361962,263,[99],922331,it,0.6000000000000001,1980-05-08,La dolce vita 20 anni dopo,0,1980,,0.0,32.0,5.0,5.0,,,,,
374962,264,[16],922151,pl,0.6000000000000001,1980-04-01,Tajemnica Szyfru Marabuta,0,1980,tt1171264,0.0,0.0,3.0,,Movie,,6.2,,
374971,265,[18],922041,zh,0.6000000000000001,1980-11-20,Special Treatment,0,1980,tt0314765,0.0,0.0,2.0,,Movie,,,,
374975,266,"[18, 10770]",921975,pl,0.6000000000000001,1980-09-30,Laureat,0,1980,tt0081037,0.0,51.0,,,Movie,,6.4,,
374976,267,"[80, 18]",921968,pl,0.6000000000000001,1980-06-09,Prom do Szwecji,0,1980,tt1360819,0.0,96.0,,,Movie,,,,
374977,268,[18],921966,pl,0.6000000000000001,1980-10-27,Przed odlotem,0,1980,tt0081386,0.0,84.0,,,Movie,,6.6,,
374978,269,[18],921965,pl,0.6000000000000001,1980-10-20,Ukryty w słońcu,0,1980,tt0081676,0.0,83.0,,,Movie,,,,
374979,270,[18],921960,pl,0.804,1980-11-21,Smak wody,0,1980,tt0081527,0.0,71.0,,,Movie,,6.2,,
374980,271,[],921747,ja,0.6000000000000001,1980-04-29,Nureta kuchibiru: Shinayaka ni atsuku,0,1980,tt0288138,0.0,61.0,,,Movie,,,,3 wins
374981,272,[18],921273,ru,0.6000000000000001,1980-05-18,Мелодия на два голоса,0,1980,tt0230515,0.0,0.0,4.0,,Movie,,6.6,,
374990,273,"[18, 10770]",921186,nl,0.6000000000000001,1980-01-04,Hello Fellow Man,0,1980,tt3237662,0.0,79.0,5.0,,Movie,,,,
375002,274,"[18, 10770]",920724,pl,0.6000000000000001,1980-02-27,Mysz,0,1980,tt0079600,0.0,44.0,,,Movie,,5.8,,
375003,275,[],920602,ja,0.6000000000000001,1980-01-01,まじかよ?,0,1980,,0.0,10.0,0.0,,,,,,
380203,276,[18],920547,pl,0.6000000000000001,1980-06-16,Sowizdrzał świętokrzyski,0,1980,tt0078304,0.0,97.0,,,Movie,,7.4,,
380204,277,[18],920524,pl,0.6000000000000001,1980-12-01,Tango ptaka,0,1980,tt0081598,0.0,77.0,,,Movie,,7.4,,
380205,278,[],920121,ja,0.6000000000000001,1980-01-01,March,0,1980,,0.0,45.0,0.0,0.0,,,,,
385405,279,"[10751, 10752]",919635,pl,0.6000000000000001,1980-02-29,Zielone lata,0,1980,tt0081805,0.0,98.0,,,Movie,,6.6,,
385406,280,[],917010,zh,0.6000000000000001,1980-04-24,踢窦,0,1980,,0.0,0.0,0.0,,,,,,
390606,281,[16],915753,ru,0.6000000000000001,1980-01-01,Однажды утром,0,1980,,0.0,0.0,2.0,,,,,,
395806,282,[16],915738,ru,0.6000000000000001,1980-01-01,"Ну, погоди!",0,1980,,0.0,0.0,,,,,,,
397106,283,[16],915734,ru,0.6000000000000001,1980-01-01,Нокаут,0,1980,,0.0,0.0,,,,,,,
398406,284,[16],915469,ru,0.6000000000000001,1980-01-01,Метаморфоза,0,1980,,0.0,0.0,,,,,,,
399706,285,[16],915466,ru,0.6000000000000001,1980-01-01,Koleso Fortuny,0,1980,tt14833656,0.0,0.0,,,Movie,,5.4,,
399707,286,"[10749, 18]",914787,xx,0.6000000000000001,1980-01-18,Olangthagee Wangmadasoo,0,1980,tt1573878,0.0,114.0,0.0,,Movie,,6.7,,
399711,287,[28],914442,tl,0.84,1980-08-01,Kristo Zapata,0,1980,tt2290455,0.0,120.0,5.0,1.0,Movie,,,,
399727,288,[18],913982,zh,0.6000000000000001,1980-01-01,神女峰的迷雾,0,1980,tt6601462,0.0,0.0,,,Movie,,,,
399728,289,[35],912784,pt,0.6000000000000001,1980-05-26,O Doador Sexual,0,1980,tt0456377,0.0,0.0,0.0,,Movie,,,,
399732,290,[],912570,ja,0.6000000000000001,1980-01-01,愛していると言ってくれ,0,1980,,0.0,65.0,0.0,,,,,,
402332,291,[18],912122,sk,0.6000000000000001,1980-02-05,Citová výchova jednej Dáše,0,1980,tt0156406,0.0,0.0,6.0,,Movie,,4,,
402341,292,[],912018,en,0.6000000000000001,1980-01-02,Skelms,0,1980,tt2040509,0.0,0.0,,,Movie,,,,
402342,293,"[18, 10749]",912005,hi,0.84,1980-04-11,Manokaamnaa,0,1980,tt0232050,0.0,110.0,1.0,,Movie,Not Rated,7.1,,
402351,294,[18],911907,hi,0.84,1980-01-01,Jazbaat,0,1980,tt0956298,0.0,124.0,6.0,,Movie,Not Rated,4.1,,
402356,295,"[18, 10749]",911831,hi,0.6000000000000001,1980-09-19,Oh Bewafa,0,1980,tt0395687,0.0,132.0,1.0,,Movie,,3.6,,
402360,296,[],911591,ja,0.6000000000000001,1980-06-01,Shôjo kinbaku,1,1980,tt0081508,0.0,61.0,,,Movie,,,,
402361,297,[],911589,ja,0.6000000000000001,1980-02-01,Prostitution Juvenile Wife,1,1980,tt9783618,0.0,63.0,,,Movie,,,,
402362,298,[],911588,ja,0.6000000000000001,1980-01-01,Bondage Sacrifice,1,1980,tt9783034,0.0,62.0,3.0,,Movie,,,,
402366,299,[],911578,ja,0.6000000000000001,1980-10-11,The Dogs of War,0,1980,,0.0,93.0,,,,,,,
403666,300,[18],911571,en,0.6000000000000001,1980-09-24,April 1980,0,1980,tt1690104,0.0,96.0,1.0,,Movie,,,,
403670,301,[18],911562,sk,0.6000000000000001,1980-08-29,Demokrati,0,1980,tt0243213,0.0,0.0,11.0,,Movie,,5.2,,
403726,302,[35],911322,cs,0.6000000000000001,1980-01-01,Hlas krve,0,1980,tt7673042,0.0,0.0,,,Movie,,,,
403727,303,[],906181,en,0.6000000000000001,1980-03-17,Protex Hurrah,0,1980,,0.0,13.0,,,,,,,
405027,304,[18],904857,kn,0.6000000000000001,1980-07-26,Nammammana Sose,0,1980,,0.0,134.0,0.0,,,,,,
410227,305,[16],904223,ru,0.6000000000000001,1980-01-01,Парасолька в цирке,0,1980,tt6480926,0.0,0.0,,,Movie,,7,,
410228,306,[],904025,ja,0.87,1980-09-18,Bring to tears with a whip,1,1980,tt9810234,0.0,62.0,2.0,,Movie,,,,
410234,307,[],903661,ja,0.6000000000000001,1980-11-07,赤い死線,0,1980,tt0326668,0.0,0.0,29.0,,Movie,,7.2,,
410250,308,[10751],903371,cs,0.804,1980-01-07,O hruškách ušatkách a jablíčku parohátku,0,1980,tt3006208,0.0,0.0,7.0,,Movie,,4.8,,
410261,309,[16],903368,ru,0.6000000000000001,1980-01-01,Несчастливая звезда,0,1980,tt4558224,0.0,0.0,,,Movie,,6.8,,
410262,310,[16],903115,ru,0.6000000000000001,1980-01-31,Как лисы с курами подружились,0,1980,tt8860862,0.0,0.0,0.0,,Movie,,6,,
410265,311,[99],900793,en,0.6000000000000001,1980-01-01,Muhammad and Larry,0,1980,tt0177933,0.0,26.0,5.0,,Movie,TV-G,7.8,,
410269,312,[],899546,en,0.6000000000000001,1980-12-18,A Bronte Christmas,0,1980,,0.0,14.0,0.0,,,,,,
411569,313,[878],898973,fr,0.6000000000000001,1980-01-01,"3'12"" avant la fin",0,1980,,0.0,4.0,,,,,,,
412869,314,[],898321,fr,0.6000000000000001,1980-09-17,L'aspect rose de la chose,0,1980,tt1194250,0.0,74.0,,,Movie,,,,
412870,315,[],895726,pl,0.6000000000000001,1980-09-11,Chance Meeting on the Atlantic,1,1980,tt0081550,0.0,106.0,5.0,,Movie,,6.8,,
412881,316,[10402],894980,en,0.6000000000000001,1980-04-10,The Knack: Live on Musikladen,0,1980,,0.0,30.0,1.0,,,,,,
418081,317,[99],894971,pt,0.6000000000000001,1980-01-01,Memória de uma Época,0,1980,,0.0,8.0,0.0,,,,,,
421981,318,[16],894794,pl,1.09,1980-01-01,Pan Tadeusz. Księga I. Gospodarstwo,0,1980,tt5706682,0.0,12.0,,,Movie,,5.7,,
421982,319,[16],894732,en,0.6000000000000001,1980-01-01,Løvetann,0,1980,,0.0,7.0,,,,,,,
423282,320,[],894630,zh,0.6000000000000001,1980-11-20,The Warrant of Assassination,0,1980,,0.0,90.0,1.0,0.0,,,,,
432382,321,[18],894394,zh,0.6000000000000001,1980-07-24,白髮魔女傳,0,1980,tt0080410,0.0,0.0,3.0,,Movie,,6.6,,
432386,322,[99],893950,pt,0.6000000000000001,1980-02-01,Floresta da Tijuca,0,1980,,0.0,8.0,,,,,,,
433686,323,[],893887,xx,0.6000000000000001,1980-01-01,キオク,0,1980,,0.0,4.0,,,,,,,
434986,324,[],893864,xx,0.6000000000000001,1980-01-01,The Sound of Water,0,1980,,0.0,3.0,,,,,,,
436286,325,[],892840,it,0.84,1980-10-21,Le Sibille,0,1980,tt6584224,0.0,25.0,,,Movie,,,,
436287,326,[99],892339,en,0.6000000000000001,1980-01-01,Rosa,0,1980,,0.0,3.0,,,,,,,
437587,327,[12],892305,ru,0.6000000000000001,1980-01-01,Начальник,0,1980,,0.0,0.0,2.0,,,,,,
444087,328,"[18, 10749]",892301,ru,0.6000000000000001,1980-01-01,Встреча,0,1980,tt0202666,0.0,0.0,2.0,,Movie,,7.5,,
444090,329,"[18, 10749]",892260,ru,0.6000000000000001,1980-01-01,Холостяки,0,1980,tt0231900,0.0,0.0,1.0,,Movie,,6.6,,
444094,330,[18],892257,ru,0.6000000000000001,1980-01-01,Эндшпиль,0,1980,tt15617874,0.0,0.0,0.0,,Movie,,,,
444097,331,"[18, 10770]",892252,ru,0.6000000000000001,1980-01-01,И вечный бой... Из жизни Александра Блока,0,1980,tt2524998,0.0,0.0,7.0,,Movie,,,,
444107,332,"[18, 10770]",892244,ru,0.6000000000000001,1980-01-01,3 Goda,0,1980,tt2581136,0.0,0.0,12.0,,Movie,,7.7,,
444124,333,"[10749, 10751, 10770]",892234,ru,1.09,1980-01-01,Камила,0,1980,tt2920972,0.0,0.0,2.0,,Movie,,,,
444130,334,[18],892231,ru,1.09,1980-10-01,Тайное голосование,0,1980,tt0230847,0.0,0.0,4.0,,Movie,,,,
444136,335,[],891548,en,0.6000000000000001,1980-10-29,The Sorcerer's Apprentice,0,1980,tt1475429,0.0,30.0,4.0,,Movie,Not Rated,6.2,,
444137,336,[],891232,ar,0.6000000000000001,1980-01-01,استقالة عالمة ذرة,0,1980,,0.0,90.0,0.0,,,,,,
445437,337,"[18, 10751]",890919,ru,0.6000000000000001,1980-05-15,Так и будет,0,1980,tt4971394,0.0,0.0,8.0,,Movie,,6.7,,
445444,338,[35],890766,en,0.6000000000000001,1980-05-04,John Ritter: being of sound mind and body,0,1980,tt1920979,0.0,49.0,37.0,,Movie,,6.7,,
445451,339,[18],890553,ru,0.6000000000000001,1980-03-31,Отец и сын,0,1980,tt0314473,0.0,0.0,7.0,,Movie,,6.7,,
445461,340,[10751],890539,ru,0.6000000000000001,1980-01-01,Циркачонок,0,1980,tt0128796,0.0,0.0,1.0,,Movie,,6.0,,
445469,341,[10751],890528,ru,0.6000000000000001,1980-03-01,"Весенняя олимпиада, или Начальник хора",0,1980,tt0334615,0.0,0.0,6.0,,Movie,,6.2,,
445473,342,[99],890468,ru,0.6000000000000001,1980-02-01,Профессия – киноактёр,0,1980,tt0175073,0.0,0.0,14.0,3.0,Movie,,8.8,,
445487,343,"[18, 36]",890455,ru,0.6000000000000001,1980-07-01,Инженер Графтио,0,1980,tt0129166,0.0,0.0,7.0,,Movie,,6.8,,
445499,344,"[18, 28, 35]",890454,ml,0.6000000000000001,1980-05-16,Thunder Clap,0,1980,tt0333612,0.0,0.0,12.0,,Movie,,,,
445510,345,[18],890428,ru,0.6000000000000001,1980-11-01,Санта Эсперанса,0,1980,tt5517320,0.0,0.0,12.0,,Movie,,5.5,,
445521,346,"[10751, 12]",890424,ru,0.6000000000000001,1980-06-01,Прилетал марсианин в осеннюю ночь,0,1980,tt3033154,0.0,0.0,5.0,,Movie,,6,,
445531,347,[18],890421,ru,0.6000000000000001,1980-02-01,С любовью пополам,0,1980,tt0355976,0.0,0.0,5.0,,Movie,,,,
445542,348,[10749],890275,ru,0.6000000000000001,1980-07-01,Сцены из семейной жизни,0,1980,tt4971336,0.0,0.0,5.0,,Movie,,7.7,,
445554,349,[12],890266,ru,0.6000000000000001,1980-04-01,По следу властелина,0,1980,tt0239815,0.0,0.0,4.0,,Movie,,5.9,,
445559,350,[18],890262,ru,0.6000000000000001,1980-09-01,Крутое поле,0,1980,tt4968574,0.0,0.0,3.0,,Movie,,,,
445566,351,[18],890260,ru,0.6000000000000001,1980-05-01,"Здесь, на моей земле",0,1980,tt0080168,0.0,0.0,3.0,,Movie,,,,
445575,352,[10749],890258,ru,0.6000000000000001,1980-03-01,Возвращение чувств,0,1980,tt0080107,0.0,0.0,3.0,,Movie,,4.7,,
445583,353,"[18, 80]",890230,sk,0.6000000000000001,1980-01-01,Anonym,0,1980,tt7964606,0.0,0.0,1.0,,Movie,,,,
445585,354,[99],889164,en,0.6000000000000001,1980-01-01,Malagan Labadama: A Tribute to Buk-Buk,0,1980,tt2966632,0.0,58.0,,,Movie,,,,
445586,355,[],888961,en,0.6000000000000001,1980-10-07,Impossible Return,0,1980,,0.0,15.0,,,,,,,
446886,356,[],888942,ro,0.6000000000000001,1980-10-13,Stereomania,0,1980,,0.0,7.0,,,,,,,
448186,357,[],888029,de,0.876,1980-04-06,Wahre Geschichten - frei erfunden,0,1980,,0.0,0.0,5.0,,,,,,
454686,358,[],887587,en,0.6000000000000001,1980-07-24,Film - An Exercise in Illusion I,0,1980,tt0157642,0.0,3.0,,,Movie,,,,
454687,359,[99],886665,es,0.6000000000000001,1980-01-01,"José Clemente Orozco, pintor del hombre",0,1980,,0.0,0.0,0.0,,,,,,
455987,360,[],886493,en,0.6000000000000001,1980-07-15,Confidential Part 2,0,1980,,0.0,21.0,,,,,,,
457287,361,[99],886063,es,0.6000000000000001,1980-01-01,Algo sobre Jaime Sabines,0,1980,tt0423804,0.0,0.0,3.0,,Movie,,,,
457291,362,[99],886061,es,1.09,1980-01-01,"Guadalupe Amor, un ensayo  mitológico",0,1980,tt0425078,0.0,0.0,0.0,,Movie,,,,
457294,363,"[35, 10751, 10770]",886036,es,0.6000000000000001,1980-06-05,The children of López,0,1980,tt0185361,0.0,90.0,5.0,0.0,Movie,,6.2,,
457316,364,[28],886022,tl,1.4,1980-04-11,Kung Tawagin Siya'y Bathala,0,1980,tt0452293,0.0,108.0,5.0,,Movie,,6.8,,
457341,365,[],885999,en,0.84,1980-01-01,Infinity,0,1980,,0.0,9.0,,,,,,,
458641,366,[35],885682,es,1.121,1980-03-20,Pleasure cruise,0,1980,tt0189454,0.0,85.0,5.0,,Movie,,,,
458654,367,"[12, 35]",885662,es,0.6000000000000001,1980-09-04,Comandos azules en acción,0,1980,tt0168599,0.0,92.0,6.0,0.0,Movie,,4.4,,
458662,368,[],885357,hu,0.6000000000000001,1980-01-01,Gulliver in the Country of Giants,0,1980,tt0406818,0.0,51.0,0.0,,Movie,,4.8,,
458663,369,[],885356,hu,0.6000000000000001,1980-01-01,"Szetna, a varázsló",0,1980,tt0827208,0.0,51.0,,,Movie,,,,
458664,370,[],885355,hu,0.6000000000000001,1980-01-01,"Ollantay, az Andok vezére",0,1980,tt1057960,0.0,55.0,,,Movie,,,,
458665,371,[],885353,hu,0.6000000000000001,1980-01-01,A Fejenincs Írástudó,0,1980,tt1228679,0.0,58.0,,,Movie,,4.7,,
458666,372,[18],882546,cs,0.6000000000000001,1980-01-01,Čas plyne i v dešti,0,1980,tt16263404,0.0,0.0,2.0,,Movie,,,,
458672,373,[],881188,en,0.6000000000000001,1980-01-01,Aporia Series: Aporia VII,0,1980,,0.0,30.0,,,,,,,
459972,374,[],881187,en,0.6000000000000001,1980-01-01,Aporia Series: Aporia VI,0,1980,,0.0,21.0,,,,,,,
461272,375,[18],881022,zh,0.881,1980-12-12,Evening News,0,1980,,0.0,95.0,15.0,,,,,,
466472,376,[18],880722,zh,0.6000000000000001,1980-03-08,Unmarried Mothers,0,1980,,0.0,93.0,11.0,,,,,,
